,NS,surface_total_in_m2,rooms,price
125616,9,35.0,1.0,73000.0
125617,45,42.0,1.0,120000.0
125619,60,193.0,4.0,1550000.0
125622,45,235.0,5.0,750000.0
125623,45,81.0,3.0,200000.0
125627,17,61.0,1.0,97000.0
125647,29,95.0,4.0,195000.0
125653,45,288.0,4.0,650000.0
125657,45,30.0,1.0,82000.0
125661,45,180.0,4.0,680000.0
125677,60,171.0,3.0,1100000.0
125680,32,62.0,3.0,143000.0
125681,54,92.0,4.0,252000.0
125684,20,92.0,3.0,220000.0
125688,15,303.0,8.0,275000.0
125689,51,104.0,3.0,302000.0
125693,46,48.0,2.0,150000.0
125697,7,41.0,2.0,94700.0
125698,7,44.0,2.0,101600.0
125703,53,175.0,4.0,660000.0
125706,54,175.0,4.0,660000.0
125707,55,50.0,3.0,185000.0
125710,28,33.0,1.0,68000.0
125713,60,150.0,3.0,1100000.0
125715,54,255.0,5.0,750000.0
125716,60,210.0,4.0,1400000.0
125718,49,67.0,3.0,255000.0
125720,54,85.0,4.0,230000.0
125723,54,65.0,3.0,228000.0
125724,52,96.0,3.0,248000.0
125727,58,43.0,1.0,135000.0
125732,59,147.0,4.0,1450000.0
125734,58,62.0,2.0,195000.0
125735,56,257.0,6.0,1500000.0
125737,10,88.0,4.0,169000.0
125738,60,35.0,1.0,270000.0
125743,60,46.0,1.0,310000.0
125745,56,95.0,3.0,338000.0
125746,46,50.0,3.0,142000.0
125748,10,68.0,3.0,127000.0
125749,54,44.0,2.0,147968.0
125752,54,71.0,3.0,243225.0
125753,10,34.0,1.0,84900.0
125754,20,34.0,1.0,84900.0
125755,48,23.0,1.0,76000.0
125756,48,35.0,1.0,102000.0
125758,52,96.0,3.0,248000.0
125759,55,55.0,2.0,205000.0
125760,30,141.0,3.0,150000.0
125762,23,41.0,1.0,75000.0
125764,50,74.0,3.0,153000.0
125785,39,83.0,3.0,195000.0
125791,54,475.0,6.0,750000.0
125796,2,422.0,5.0,305000.0
125803,32,332.0,7.0,479900.0
125805,53,213.0,4.0,550000.0
125812,20,35.0,1.0,1619000.0
125813,39,106.0,4.0,265000.0
125814,39,149.0,4.0,259000.0
125819,40,115.0,2.0,142000.0
125820,53,361.0,5.0,575000.0
125821,53,107.0,3.0,411950.0
125822,53,125.0,3.0,512500.0
125823,6,43.0,2.0,87000.0
125824,33,64.0,2.0,145000.0
125838,45,157.0,4.0,310000.0
125840,49,143.0,5.0,420000.0
125842,9,55.0,3.0,130000.0
125843,39,23.0,1.0,63000.0
125846,40,44.0,1.0,125000.0
125847,40,71.0,3.0,225000.0
125849,60,131.0,2.0,1100000.0
125850,1,75.0,4.0,50000.0
125851,39,93.0,3.0,255000.0
125852,1,75.0,4.0,49900.0
125859,54,42.0,1.0,141926.0
125860,54,51.0,2.0,126950.0
125862,54,26.0,2.0,60529.0
125870,28,32.0,2.0,66000.0
125876,45,102.0,4.0,198000.0
125892,54,55.0,2.0,225000.0
125895,11,53.0,3.0,105000.0
125896,28,88.0,4.0,170000.0
125906,13,46.0,2.0,72000.0
125908,23,155.0,4.0,160000.0
125911,56,82.0,3.0,199000.0
125952,22,104.0,5.0,229000.0
125960,7,69.0,2.0,164000.0
125961,7,69.0,2.0,164000.0
125977,21,51.0,2.0,105000.0
125984,12,23.0,1.0,59900.0
125993,51,233.0,4.0,1250000.0
125994,51,460.0,6.0,1975000.0
126024,54,200.0,6.0,640000.0
126028,51,250.0,5.0,1750000.0
126032,51,70.0,4.0,195000.0
126041,54,45.0,2.0,135000.0
126047,44,56.0,2.0,160000.0
126054,49,90.0,3.0,274000.0
126055,39,48.0,3.0,152000.0
126056,53,47.0,2.0,153500.0
126067,44,45.0,1.0,108000.0
126080,19,163.0,4.0,350000.0
126088,20,160.0,4.0,230000.0
126094,58,44.0,1.0,149900.0
126095,9,92.0,4.0,190000.0
126097,39,170.0,6.0,398000.0
126125,53,194.0,5.0,1180000.0
126126,54,206.0,1.0,720000.0
126129,51,164.0,4.0,298000.0
126138,30,210.0,8.0,285000.0
126140,49,170.0,3.0,519000.0
126147,28,53.0,2.0,92000.0
126152,53,86.0,3.0,230000.0
126153,53,78.0,3.0,257000.0
126166,54,29.0,1.0,90000.0
126293,53,248.0,4.0,1059000.0
126294,56,249.0,4.0,820000.0
126302,53,41.0,2.0,105700.0
126306,20,43.0,2.0,195000.0
126313,54,71.0,2.0,195000.0
126314,51,45.0,2.0,144800.0
126316,53,47.0,1.0,139030.0
126317,60,180.0,3.0,930000.0
126318,54,104.0,3.0,302000.0
126319,56,104.0,3.0,302000.0
126320,32,224.0,6.0,340000.0
126321,41,200.0,7.0,427000.0
126326,11,38.0,2.0,65000.0
126328,53,123.0,3.0,190000.0
126329,2,55.0,3.0,85000.0
126334,9,43.0,1.0,80000.0
126338,51,220.0,5.0,650000.0
126340,9,129.0,4.0,160000.0
126343,53,390.0,6.0,1850000.0
126344,56,280.0,4.0,1380000.0
126345,60,98.0,3.0,550000.0
126346,54,153.0,3.0,700000.0
126347,53,127.0,4.0,460000.0
126348,60,260.0,4.0,1800000.0
126349,39,80.0,3.0,215000.0
126351,56,100.0,1.0,210000.0
126352,54,32.0,2.0,93500.0
126356,46,120.0,4.0,210000.0
126358,49,102.0,4.0,320000.0
126361,20,85.0,4.0,235000.0
126367,34,38.0,2.0,87000.0
126369,60,600.0,5.0,2500000.0
126372,60,600.0,5.0,2500000.0
126373,60,600.0,5.0,2500000.0
126382,27,71.0,3.0,120000.0
126386,59,84.0,3.0,449093.0
126387,45,61.0,1.0,117000.0
126393,20,62.0,2.0,129000.0
126397,20,96.0,3.0,215000.0
126401,54,72.0,3.0,448000.0
126403,54,67.0,2.0,336877.0
126406,54,98.0,4.0,575000.0
126408,9,54.0,4.0,105000.0
126410,26,75.0,2.0,157000.0
126411,6,54.0,4.0,105000.0
126412,19,54.0,4.0,105000.0
126413,40,68.0,2.0,131280.0
126414,57,35.0,2.0,103000.0
126416,40,68.0,2.0,131280.0
126417,40,84.0,2.0,148230.0
126421,53,41.0,2.0,110100.0
126422,9,52.0,2.0,110000.0
126424,53,57.0,2.0,159300.0
126425,54,36.0,2.0,108000.0
126426,53,57.0,2.0,162360.0
126427,53,41.0,2.0,116700.0
126428,53,57.0,2.0,165420.0
126429,53,41.0,2.0,118900.0
126430,53,57.0,2.0,171550.0
126431,53,41.0,2.0,123300.0
126433,53,57.0,2.0,177680.0
126434,53,41.0,2.0,127700.0
126435,53,48.0,1.0,154300.0
126436,56,202.0,6.0,520000.0
126437,40,84.0,2.0,148230.0
126438,40,83.0,2.0,147270.0
126441,40,92.0,2.0,167220.0
126444,53,53.0,2.0,165000.0
126452,51,49.0,2.0,270000.0
126465,54,129.0,3.0,675000.0
126466,39,191.0,8.0,335000.0
126467,53,130.0,2.0,250000.0
126482,2,38.0,2.0,57000.0
126496,46,52.0,3.0,140000.0
126501,54,38.0,1.0,110000.0
126509,51,89.0,4.0,265000.0
126510,4,48.0,2.0,69000.0
126511,14,44.0,2.0,88500.0
126605,60,215.0,4.0,2000000.0
126606,60,230.0,4.0,1300000.0
126617,37,41.0,2.0,49700.0
126621,35,40.0,2.0,82000.0
126622,35,98.0,4.0,180000.0
126623,12,88.0,3.0,170000.0
126626,43,150.0,4.0,255000.0
126632,12,39.0,1.0,80000.0
126641,4,47.0,2.0,79000.0
126663,54,182.0,6.0,495000.0
126664,49,270.0,7.0,460000.0
126666,56,144.0,4.0,490000.0
126696,51,110.0,2.0,180000.0
126711,39,192.0,6.0,539000.0
126717,53,43.0,1.0,119500.0
126722,49,60.0,2.0,210000.0
126723,44,39.0,1.0,108000.0
126724,56,32.0,1.0,130000.0
126726,44,39.0,1.0,108000.0
126727,47,39.0,1.0,108000.0
126732,39,225.0,5.0,550000.0
126734,12,78.0,3.0,148000.0
126735,39,325.0,8.0,465000.0
126741,6,80.0,3.0,137000.0
126746,56,105.0,4.0,297000.0
126765,54,57.0,3.0,165000.0
126773,32,48.0,2.0,180000.0
126797,56,68.0,2.0,230000.0
126799,51,68.0,2.0,230000.0
126817,11,76.0,3.0,130000.0
126818,23,360.0,4.0,280000.0
126839,48,95.0,4.0,259000.0
126848,32,53.0,1.0,115000.0
126890,11,90.0,3.0,155000.0
126905,22,54.0,2.0,140000.0
126913,10,87.0,4.0,132000.0
126915,53,58.0,2.0,145800.0
126922,60,68.0,2.0,410000.0
126923,31,79.0,4.0,198000.0
126924,34,51.0,3.0,109000.0
126926,56,144.0,4.0,490000.0
126928,3,124.0,4.0,134000.0
126932,53,143.0,4.0,482000.0
126942,51,102.0,4.0,390000.0
126944,49,47.0,2.0,155000.0
126948,46,80.0,3.0,163000.0
126949,53,115.0,2.0,335000.0
126950,56,45.0,2.0,144800.0
126951,33,60.0,2.0,165000.0
126954,60,65.0,2.0,460000.0
126956,57,31.0,1.0,110000.0
126963,54,170.0,4.0,970000.0
126964,49,79.0,4.0,250000.0
126972,53,71.0,3.0,220000.0
126983,48,38.0,2.0,102000.0
126986,23,76.0,3.0,160000.0
126989,35,47.0,2.0,92900.0
126990,56,270.0,6.0,780000.0
126991,26,74.0,3.0,203240.0
126993,56,120.0,4.0,340000.0
126995,11,56.0,3.0,114900.0
126997,39,25.0,2.0,70000.0
126999,39,26.0,1.0,78000.0
127004,53,287.0,6.0,650000.0
127005,20,39.0,2.0,95000.0
127008,20,39.0,2.0,95000.0
127009,20,39.0,2.0,92000.0
127011,20,39.0,2.0,92000.0
127012,44,189.0,4.0,585000.0
127013,20,39.0,2.0,94000.0
127014,20,39.0,2.0,95000.0
127015,20,39.0,2.0,95000.0
127016,20,39.0,2.0,95000.0
127017,20,39.0,2.0,95000.0
127018,20,39.0,2.0,96000.0
127019,20,39.0,2.0,96000.0
127020,20,39.0,2.0,97000.0
127021,20,46.0,2.0,180000.0
127022,20,46.0,2.0,180000.0
127023,20,69.0,2.0,220000.0
127024,60,43.0,1.0,310000.0
127059,53,35.0,2.0,105000.0
127081,48,77.0,3.0,268000.0
127082,34,51.0,2.0,225000.0
127083,54,51.0,2.0,225000.0
127084,32,100.0,4.0,215000.0
127086,39,107.0,4.0,392000.0
127107,47,330.0,5.0,520000.0
127113,53,72.0,3.0,175000.0
127115,54,179.0,5.0,620000.0
127117,46,36.0,1.0,89900.0
127120,41,70.0,1.0,110000.0
127124,39,75.0,3.0,215000.0
127127,51,224.0,6.0,580000.0
127129,12,209.0,4.0,289000.0
127130,39,250.0,5.0,619000.0
127134,39,250.0,5.0,619000.0
127139,12,69.0,4.0,145000.0
127146,54,80.0,2.0,267500.0
127150,44,68.0,4.0,169000.0
127159,54,45.0,1.0,105000.0
127169,52,69.0,3.0,170000.0
127179,49,81.0,1.0,159000.0
127181,11,42.0,2.0,93000.0
127182,34,66.0,3.0,145000.0
127268,54,87.0,2.0,200000.0
127298,56,25.0,1.0,112500.0
127299,49,178.0,5.0,630000.0
127300,53,120.0,3.0,299000.0
127308,54,37.0,1.0,2483541.0
127339,37,390.0,7.0,750000.0
127422,32,34.0,1.0,90000.0
127423,48,55.0,2.0,185000.0
127426,12,107.0,3.0,220000.0
127440,48,55.0,2.0,165000.0
127445,48,85.0,4.0,230000.0
127447,6,75.0,3.0,145000.0
127448,25,35.0,1.0,64000.0
127449,25,35.0,1.0,64850.0
127451,51,70.0,3.0,174000.0
127452,18,83.0,4.0,185000.0
127455,39,43.0,1.0,92000.0
127456,9,44.0,3.0,82000.0
127465,39,101.0,3.0,289000.0
127488,29,173.0,5.0,270000.0
127506,54,94.0,3.0,255000.0
127514,20,371.0,6.0,650000.0
127515,20,371.0,6.0,650000.0
127521,16,84.0,3.0,249900.0
127522,24,45.0,2.0,75000.0
127530,34,248.0,5.0,350000.0
127531,27,39.0,1.0,88000.0
127535,53,99.0,4.0,315000.0
127558,47,63.0,2.0,169000.0
127581,54,79.0,2.0,290000.0
127608,28,23.0,1.0,59000.0
127614,28,36.0,2.0,88000.0
127616,24,46.0,1.0,120000.0
127619,44,165.0,5.0,395000.0
127620,39,123.0,4.0,390000.0
127621,56,105.0,4.0,320000.0
127622,15,96.0,3.0,132000.0
127623,9,64.0,4.0,125000.0
127627,32,181.0,5.0,285000.0
127630,51,64.0,3.0,135000.0
127632,51,64.0,3.0,135000.0
127633,56,64.0,3.0,135000.0
127639,56,40.0,1.0,195000.0
127640,46,140.0,3.0,300000.0
127641,20,33.0,1.0,86400.0
127648,52,300.0,5.0,1080000.0
127662,54,39.0,2.0,125000.0
127685,53,225.0,4.0,1890000.0
127697,39,53.0,3.0,125000.0
127701,3,90.0,4.0,120000.0
127719,16,46.0,2.0,107000.0
127744,12,41.0,1.0,99000.0
127748,11,55.0,2.0,173800.0
127807,46,37.0,1.0,1807600.0
127808,46,37.0,1.0,1807600.0
127809,46,43.0,1.0,2145902.0
127819,20,46.0,2.0,115000.0
127820,20,33.0,1.0,86000.0
127874,52,32.0,1.0,101600.0
127877,32,32.0,2.0,75000.0
127917,39,38.0,1.0,95000.0
127918,39,43.0,1.0,107500.0
127919,39,43.0,1.0,107500.0
127920,39,38.0,1.0,95000.0
127923,39,39.0,1.0,97500.0
127924,39,39.0,1.0,97500.0
127925,39,39.0,1.0,97500.0
127926,39,39.0,1.0,97500.0
127927,39,38.0,1.0,95000.0
127928,39,37.0,1.0,92500.0
127929,39,56.0,2.0,123200.0
127930,39,39.0,1.0,85800.0
127931,39,39.0,1.0,85800.0
127932,39,39.0,1.0,85800.0
127936,47,234.0,5.0,440000.0
127937,44,234.0,5.0,440000.0
127938,39,38.0,1.0,83600.0
127939,56,289.0,7.0,770000.0
127941,52,38.0,1.0,116000.0
127943,53,300.0,6.0,740000.0
127944,56,202.0,3.0,250000.0
127945,15,68.0,3.0,125000.0
127950,41,36.0,2.0,85000.0
127953,39,38.0,1.0,83600.0
127954,58,33.0,1.0,98000.0
127955,30,60.0,3.0,115000.0
127961,53,310.0,4.0,560000.0
127962,32,51.0,2.0,97398.0
127963,44,107.0,3.0,247000.0
127974,51,115.0,3.0,350000.0
127975,27,64.0,3.0,150000.0
127978,39,61.0,2.0,210000.0
127988,56,282.0,7.0,1150000.0
127990,46,53.0,2.0,177815.0
128002,39,40.0,1.0,98000.0
128004,12,40.0,1.0,95000.0
128006,54,59.0,2.0,169000.0
128007,56,402.0,5.0,2350000.0
128010,53,181.0,4.0,865000.0
128014,12,140.0,4.0,240000.0
128015,53,137.0,3.0,399000.0
128020,39,56.0,2.0,140000.0
128026,56,162.0,4.0,298000.0
128030,58,89.0,4.0,320000.0
128031,39,39.0,1.0,97500.0
128032,39,39.0,1.0,97500.0
128033,39,39.0,1.0,97500.0
128035,39,39.0,1.0,97500.0
128040,39,180.0,4.0,305000.0
128043,26,35.0,1.0,79500.0
128044,9,123.0,6.0,180000.0
128045,56,109.0,5.0,390000.0
128048,34,132.0,4.0,345000.0
128049,54,92.0,3.0,289900.0
128050,56,104.0,5.0,310000.0
128052,9,33.0,1.0,74000.0
128053,12,60.0,3.0,120000.0
128057,27,90.0,1.0,210000.0
128058,52,38.0,1.0,140000.0
128061,19,33.0,1.0,74000.0
128064,56,216.0,7.0,680000.0
128066,49,58.0,2.0,260000.0
128067,53,129.0,4.0,325000.0
128069,53,166.0,4.0,480000.0
128070,41,48.0,2.0,175000.0
128072,48,48.0,2.0,175000.0
128076,60,200.0,5.0,1390000.0
128081,12,78.0,3.0,136000.0
128083,9,103.0,4.0,170000.0
128084,56,32.0,1.0,96000.0
128085,53,57.0,2.0,191676.0
128086,59,180.0,3.0,950000.0
128087,51,80.0,3.0,295000.0
128091,39,75.0,3.0,185000.0
128094,46,29.0,1.0,59036.0
128097,46,35.0,1.0,73133.0
128098,46,38.0,1.0,79907.0
128100,57,44.0,3.0,142000.0
128102,46,53.0,2.0,110744.0
128107,51,129.0,4.0,360000.0
128108,39,73.0,3.0,185000.0
128109,46,58.0,2.0,121031.0
128110,39,60.0,2.0,225000.0
128111,54,33.0,1.0,107000.0
128113,20,84.0,3.0,190000.0
128114,56,80.0,3.0,295000.0
128118,52,48.0,2.0,147000.0
128119,52,47.0,2.0,130500.0
128120,52,44.0,2.0,149800.0
128121,19,43.0,2.0,111000.0
128125,53,49.0,2.0,148000.0
128127,60,195.0,5.0,1399000.0
128128,53,116.0,3.0,625000.0
128129,39,63.0,3.0,159000.0
128130,21,69.0,3.0,119000.0
128133,19,196.0,4.0,330000.0
128134,56,113.0,4.0,339000.0
128138,12,134.0,4.0,282000.0
128139,53,297.0,6.0,735000.0
128141,54,167.0,7.0,1250000.0
128145,50,125.0,4.0,450000.0
128148,60,235.0,3.0,850000.0
128149,12,140.0,4.0,240000.0
128152,2,70.0,4.0,43000.0
128154,35,99.0,5.0,160000.0
128155,49,61.0,3.0,159000.0
128160,53,79.0,3.0,240000.0
128161,46,90.0,4.0,219000.0
128164,49,170.0,3.0,780000.0
128165,49,65.0,2.0,175000.0
128167,11,37.0,2.0,93000.0
128168,39,72.0,3.0,175000.0
128169,56,100.0,4.0,280000.0
128223,53,270.0,5.0,930000.0
128227,16,57.0,2.0,109900.0
128232,54,45.0,2.0,148700.0
128233,54,32.0,1.0,107400.0
128234,51,156.0,4.0,550000.0
128292,34,37.0,1.0,83800.0
128293,34,30.0,1.0,72800.0
128294,34,47.0,1.0,110600.0
128295,34,37.0,1.0,85100.0
128296,56,110.0,4.0,351500.0
128297,24,70.0,4.0,100000.0
128298,23,187.0,4.0,140000.0
128308,54,58.0,2.0,165000.0
128310,3,44.0,2.0,73000.0
128315,56,35.0,1.0,125000.0
128322,12,243.0,4.0,298000.0
128328,54,84.0,3.0,228000.0
128330,24,86.0,3.0,185000.0
128331,7,80.0,4.0,180000.0
128332,21,79.0,4.0,150000.0
128343,60,208.0,4.0,1650000.0
128350,54,148.0,4.0,475000.0
128357,11,634.0,6.0,649000.0
128365,14,37.0,2.0,86000.0
128376,32,47.0,2.0,103000.0
128389,54,55.0,3.0,240000.0
128393,34,38.0,1.0,85000.0
128394,54,55.0,2.0,169000.0
128395,28,49.0,2.0,110000.0
128460,46,39.0,1.0,117500.0
128468,54,140.0,3.0,460000.0
128469,54,140.0,3.0,460000.0
128470,54,140.0,4.0,460000.0
128471,54,140.0,4.0,460000.0
128497,35,67.0,3.0,230000.0
128499,34,59.0,3.0,128000.0
128503,56,87.0,3.0,270000.0
128513,32,68.0,4.0,145000.0
128515,19,35.0,2.0,79900.0
128519,53,77.0,3.0,268000.0
128544,19,35.0,2.0,84500.0
128545,9,272.0,4.0,337000.0
128546,34,51.0,2.0,225000.0
128547,54,51.0,2.0,225000.0
128548,32,100.0,4.0,215000.0
128549,39,138.0,4.0,350000.0
128550,31,138.0,4.0,350000.0
128551,34,138.0,4.0,350000.0
128552,39,138.0,5.0,350000.0
128553,31,138.0,5.0,350000.0
128554,34,138.0,5.0,350000.0
128555,32,56.0,3.0,150000.0
128556,54,56.0,3.0,150000.0
128557,34,56.0,3.0,150000.0
128558,31,138.0,4.0,350000.0
128559,34,138.0,4.0,350000.0
128560,39,138.0,5.0,350000.0
128561,31,138.0,5.0,350000.0
128562,34,138.0,5.0,350000.0
128563,32,56.0,3.0,150000.0
128564,54,56.0,3.0,150000.0
128565,34,56.0,3.0,150000.0
128566,39,138.0,4.0,350000.0
128567,34,140.0,5.0,315000.0
128568,34,140.0,5.0,315000.0
128570,59,118.0,4.0,598000.0
128571,54,200.0,4.0,590000.0
128572,53,52.0,2.0,185400.0
128573,53,52.0,2.0,200850.0
128580,40,500.0,7.0,750000.0
128581,51,27.0,1.0,88000.0
128595,45,250.0,4.0,575000.0
128607,4,180.0,5.0,250000.0
128628,9,140.0,4.0,500000.0
128632,51,65.0,3.0,155000.0
128634,34,48.0,1.0,118000.0
128635,32,165.0,4.0,330000.0
128636,32,34.0,2.0,84000.0
128637,6,40.0,2.0,79000.0
128638,51,130.0,3.0,350000.0
128640,34,165.0,4.0,330000.0
128641,17,209.0,4.0,299000.0
128642,34,202.0,5.0,460000.0
128643,9,65.0,3.0,123000.0
128656,49,33.0,1.0,120000.0
128658,53,73.0,4.0,225000.0
128662,56,24.0,1.0,110000.0
128667,24,73.0,2.0,160000.0
128669,56,95.0,3.0,298000.0
128684,39,95.0,4.0,330000.0
128691,54,71.0,2.0,230000.0
128692,54,90.0,3.0,305000.0
128693,37,571.0,3.0,490000.0
128695,53,90.0,3.0,300000.0
128696,54,90.0,3.0,300000.0
128697,39,64.0,3.0,152000.0
128698,53,90.0,3.0,305000.0
128699,53,156.0,3.0,706372.0
128703,51,80.0,4.0,215000.0
128707,46,54.0,2.0,238000.0
128711,51,80.0,4.0,215000.0
128716,54,109.0,4.0,416000.0
128717,16,59.0,2.0,120000.0
128719,27,120.0,4.0,150000.0
128720,34,49.0,2.0,145000.0
128722,53,43.0,2.0,145000.0
128727,53,280.0,5.0,850000.0
128729,54,51.0,2.0,245000.0
128743,49,29.0,1.0,79500.0
128748,53,400.0,6.0,890000.0
128750,39,48.0,2.0,118500.0
128754,54,223.0,7.0,1250000.0
128757,56,100.0,3.0,330000.0
128771,53,32.0,1.0,122000.0
128774,59,223.0,7.0,1250000.0
128775,12,23.0,1.0,60000.0
128776,58,70.0,3.0,269000.0
128786,12,77.0,4.0,125000.0
128788,12,77.0,4.0,125000.0
128792,9,69.0,3.0,120000.0
128794,28,240.0,5.0,295000.0
128796,32,80.0,3.0,237000.0
128870,27,30.0,1.0,74900.0
128909,53,383.0,5.0,2200000.0
128924,59,290.0,4.0,1700000.0
128927,49,185.0,4.0,750000.0
128930,23,51.0,2.0,95000.0
128932,60,40.0,1.0,340472.0
128933,60,47.0,1.0,323636.0
128934,60,37.0,1.0,327817.0
128935,60,41.0,1.0,382699.0
128936,32,41.0,1.0,120000.0
128938,28,67.0,2.0,169000.0
128939,39,105.0,4.0,320000.0
128942,56,210.0,4.0,756000.0
128943,45,210.0,4.0,192000.0
128945,51,80.0,3.0,120000.0
128946,48,62.0,2.0,159000.0
128950,26,40.0,1.0,86500.0
128951,26,39.0,1.0,86500.0
128952,26,36.0,1.0,85500.0
128953,26,37.0,1.0,85500.0
128957,9,62.0,3.0,154000.0
128958,56,257.0,5.0,1080000.0
128959,60,212.0,4.0,1300000.0
128962,51,292.0,6.0,1500000.0
128971,56,230.0,4.0,2200000.0
128973,56,108.0,2.0,800000.0
128977,12,65.0,3.0,163000.0
128980,50,250.0,5.0,470000.0
128986,54,51.0,2.0,220000.0
128991,39,87.0,4.0,235000.0
128993,46,46.0,2.0,95675.0
128994,46,53.0,2.0,115130.0
128995,46,53.0,2.0,116227.0
128996,46,53.0,2.0,118968.0
128997,46,53.0,2.0,120613.0
128998,46,53.0,2.0,123354.0
128999,46,53.0,2.0,126643.0
129000,39,54.0,2.0,132000.0
129001,46,79.0,3.0,167352.0
129002,46,32.0,1.0,65930.0
129003,46,35.0,1.0,76029.0
129004,46,35.0,1.0,76753.0
129005,46,35.0,1.0,78563.0
129006,46,35.0,1.0,79649.0
129007,46,35.0,1.0,81460.0
129008,46,35.0,1.0,83632.0
129009,46,88.0,2.0,143596.0
129012,46,58.0,2.0,127621.0
129013,46,58.0,2.0,129419.0
129014,46,58.0,2.0,133014.0
129015,46,58.0,2.0,136609.0
129016,46,58.0,2.0,139005.0
129017,46,58.0,2.0,143799.0
129021,46,58.0,2.0,143799.0
129022,46,60.0,1.0,98366.0
129023,30,52.0,2.0,98000.0
129024,46,38.0,1.0,84258.0
129026,46,38.0,1.0,84445.0
129027,46,38.0,1.0,87818.0
129028,46,38.0,1.0,90192.0
129029,46,38.0,1.0,91774.0
129031,46,38.0,1.0,94938.0
129032,46,38.0,1.0,94938.0
129038,20,46.0,2.0,1850000.0
129039,20,62.0,2.0,2471000.0
129041,20,62.0,2.0,2510000.0
129053,28,54.0,3.0,119500.0
129054,54,69.0,3.0,139000.0
129064,54,89.0,3.0,224300.0
129066,34,212.0,5.0,295000.0
129067,31,77.0,3.0,185000.0
129072,19,134.0,5.0,247000.0
129093,49,52.0,2.0,295000.0
129095,9,48.0,3.0,97000.0
129112,11,86.0,2.0,139000.0
129113,53,36.0,2.0,230000.0
129114,53,36.0,2.0,160000.0
129115,53,70.0,2.0,210000.0
129116,9,40.0,2.0,79000.0
129117,56,80.0,3.0,234000.0
129118,56,80.0,3.0,209000.0
129122,45,150.0,4.0,388000.0
129132,32,79.0,3.0,239900.0
129133,32,41.0,2.0,135900.0
129134,53,200.0,5.0,460000.0
129139,49,130.0,4.0,360000.0
129153,53,33.0,1.0,99000.0
129155,54,163.0,6.0,585000.0
129158,9,190.0,4.0,255000.0
129159,9,87.0,4.0,155000.0
129160,9,52.0,2.0,95000.0
129161,56,264.0,6.0,1340000.0
129162,12,61.0,3.0,140000.0
129175,49,84.0,3.0,240000.0
129178,46,61.0,3.0,155000.0
129179,7,74.0,1.0,111500.0
129181,7,33.0,1.0,79300.0
129183,54,13.0,4.0,275000.0
129185,54,13.0,4.0,250000.0
129188,54,13.0,4.0,250000.0
129199,56,86.0,3.0,240000.0
129202,56,64.0,1.0,280000.0
129204,54,13.0,4.0,275000.0
129219,53,262.0,6.0,480000.0
129226,20,455.0,3.0,330000.0
129233,36,196.0,5.0,200000.0
129234,18,239.0,7.0,280000.0
129241,51,215.0,4.0,580000.0
129242,30,76.0,4.0,145000.0
129243,53,36.0,1.0,139000.0
129244,53,140.0,4.0,350000.0
129256,49,36.0,1.0,95000.0
129257,54,52.0,2.0,236000.0
129262,13,162.0,4.0,187000.0
129319,35,42.0,2.0,86000.0
129320,54,33.0,1.0,130000.0
129321,54,80.0,4.0,215000.0
129322,53,70.0,3.0,140000.0
129325,46,61.0,3.0,155000.0
129326,33,61.0,3.0,155000.0
129327,5,290.0,4.0,210000.0
129343,40,42.0,1.0,97000.0
129344,9,29.0,1.0,58800.0
129357,12,40.0,2.0,85000.0
129358,9,51.0,2.0,99000.0
129360,54,48.0,2.0,175000.0
129361,34,48.0,2.0,175000.0
129378,26,122.0,3.0,149000.0
129381,28,236.0,5.0,490000.0
129392,26,60.0,2.0,135000.0
129396,48,45.0,2.0,185000.0
129405,40,147.0,4.0,373000.0
129409,27,40.0,1.0,110000.0
129412,56,39.0,2.0,187000.0
129416,20,40.0,1.0,105000.0
129417,53,268.0,6.0,695000.0
129419,54,136.0,4.0,340000.0
129421,54,40.0,2.0,143000.0
129425,48,61.0,3.0,180000.0
129431,50,60.0,3.0,180000.0
129436,56,47.0,1.0,199999.0
129439,54,140.0,4.0,500000.0
129458,56,186.0,4.0,415000.0
129465,54,63.0,3.0,229000.0
129466,16,37.0,3.0,85000.0
129468,54,63.0,3.0,229000.0
129473,54,63.0,3.0,229000.0
129474,54,63.0,3.0,229000.0
129475,54,63.0,3.0,229000.0
129491,49,180.0,4.0,750000.0
129493,26,45.0,2.0,105000.0
129521,54,208.0,5.0,840000.0
129524,6,87.0,4.0,120000.0
129525,4,49.0,2.0,58000.0
129529,54,208.0,5.0,890000.0
129539,54,22.0,1.0,89000.0
129540,50,45.0,2.0,135000.0
129543,53,350.0,6.0,735000.0
129545,50,45.0,2.0,135000.0
129552,54,102.0,4.0,340000.0
129556,60,320.0,4.0,2300000.0
129558,19,30.0,2.0,79000.0
129563,53,38.0,2.0,118000.0
129570,16,62.0,3.0,115000.0
129573,16,62.0,3.0,115000.0
129574,37,83.0,4.0,165000.0
129577,26,50.0,3.0,120000.0
129599,54,125.0,3.0,465000.0
129603,53,83.0,4.0,275000.0
129609,54,75.0,3.0,220000.0
129621,53,52.0,2.0,165000.0
129627,47,105.0,5.0,280000.0
129633,28,28.0,1.0,65000.0
129635,56,40.0,1.0,130000.0
129644,44,320.0,5.0,598000.0
129646,44,680.0,8.0,830000.0
129647,7,40.0,1.0,105000.0
129649,28,115.0,5.0,195000.0
129650,50,115.0,5.0,195000.0
129651,50,115.0,5.0,195000.0
