NS,surface_total_in_m2,rooms,price
34,50.0,2.0,143999.0
56,270.0,8.0,880000.0
51,231.0,6.0,685000.0
20,61.0,3.0,110000.0
39,126.0,5.0,330000.0
53,173.0,7.0,650000.0
60,91.0,2.0,480000.0
44,57.0,1.0,138000.0
46,41.0,1.0,110000.0
39,204.0,4.0,395000.0
44,190.0,6.0,268000.0
54,125.0,4.0,460000.0
39,200.0,4.0,399000.0
12,83.0,4.0,120000.0
2,200.0,2.0,158000.0
48,81.0,3.0,243000.0
54,76.0,3.0,192500.0
54,126.0,4.0,489000.0
53,281.0,7.0,720000.0
54,35.0,1.0,105000.0
45,174.0,3.0,309500.0
54,70.0,2.0,173000.0
9,42.0,2.0,75000.0
48,46.0,2.0,120000.0
33,169.0,6.0,319000.0
54,268.0,4.0,850000.0
54,255.0,6.0,660000.0
11,218.0,3.0,199000.0
53,54.0,2.0,138000.0
48,125.0,4.0,375000.0
4,59.0,3.0,120000.0
9,83.0,4.0,124900.0
11,64.0,3.0,129500.0
30,323.0,4.0,340000.0
39,86.0,4.0,215000.0
9,25.0,1.0,50000.0
39,131.0,4.0,460000.0
39,36.0,1.0,79000.0
54,69.0,2.0,360000.0
22,86.0,3.0,190000.0
54,48.0,3.0,168000.0
56,324.0,5.0,670000.0
45,249.0,4.0,340000.0
13,103.0,3.0,230000.0
39,60.0,3.0,150000.0
12,125.0,3.0,160000.0
13,56.0,3.0,159000.0
7,165.0,4.0,260000.0
53,49.0,3.0,145000.0
53,49.0,3.0,145000.0
53,30.0,2.0,72000.0
56,93.0,3.0,360000.0
32,120.0,4.0,282900.0
53,124.0,4.0,480000.0
56,400.0,4.0,2200000.0
49,76.0,3.0,172000.0
14,35.0,1.0,93000.0
38,189.0,3.0,284900.0
53,49.0,2.0,148000.0
53,31.0,2.0,83500.0
46,48.0,2.0,210000.0
53,74.0,4.0,225000.0
53,90.0,3.0,420000.0
32,47.0,1.0,98000.0
53,95.0,4.0,330000.0
28,36.0,1.0,70000.0
23,92.0,4.0,115000.0
53,60.0,3.0,185000.0
53,144.0,3.0,590000.0
56,24.0,1.0,101207.0
9,45.0,3.0,75000.0
54,22.0,1.0,80000.0
53,674.0,7.0,950000.0
55,175.0,5.0,465000.0
55,36.0,1.0,146800.0
53,36.0,1.0,138400.0
53,32.0,1.0,145300.0
53,35.0,1.0,148100.0
55,36.0,1.0,153000.0
54,36.0,1.0,155800.0
39,33.0,1.0,109800.0
39,33.0,1.0,108000.0
39,34.0,1.0,110300.0
39,32.0,1.0,104700.0
53,35.0,1.0,153400.0
39,31.0,1.0,100600.0
39,31.0,1.0,102200.0
39,61.0,2.0,209500.0
51,62.0,1.0,240000.0
39,32.0,1.0,101500.0
39,34.0,1.0,100700.0
39,34.0,1.0,105800.0
39,34.0,1.0,102700.0
39,34.0,1.0,106900.0
12,78.0,4.0,165000.0
39,33.0,1.0,107800.0
39,29.0,1.0,88100.0
39,39.0,1.0,118500.0
18,47.0,2.0,1722769.0
18,61.0,2.0,2003071.0
18,57.0,2.0,1851260.0
18,29.0,1.0,1061754.0
18,29.0,1.0,1068280.0
18,36.0,1.0,1342081.0
18,52.0,1.0,1632822.0
18,36.0,1.0,1364203.0
18,45.0,1.0,1522619.0
53,57.0,2.0,199420.0
32,45.0,1.0,119000.0
35,74.0,3.0,180000.0
31,37.0,2.0,119000.0
51,125.0,3.0,370000.0
15,62.0,3.0,140000.0
32,89.0,4.0,189000.0
39,37.0,2.0,110000.0
19,84.0,3.0,186000.0
32,65.0,4.0,155000.0
34,76.0,4.0,144000.0
18,76.0,3.0,144000.0
18,76.0,3.0,144000.0
9,84.0,3.0,186000.0
14,84.0,3.0,186000.0
19,84.0,3.0,186000.0
9,84.0,3.0,186000.0
54,30.0,1.0,93000.0
34,97.0,4.0,235000.0
34,37.0,2.0,119000.0
9,55.0,3.0,100000.0
32,41.0,1.0,98000.0
9,181.0,4.0,300000.0
34,100.0,3.0,189000.0
9,92.0,4.0,190000.0
10,250.0,6.0,320000.0
56,196.0,4.0,575000.0
56,201.0,4.0,530000.0
56,114.0,4.0,325000.0
44,40.0,1.0,87000.0
55,300.0,5.0,790000.0
56,174.0,4.0,450000.0
60,37.0,1.0,235000.0
53,46.0,1.0,160000.0
54,102.0,3.0,390000.0
51,102.0,3.0,390000.0
9,41.0,1.0,110000.0
54,47.0,2.0,143500.0
56,37.0,2.0,132000.0
54,38.0,1.0,130000.0
53,75.0,3.0,279000.0
48,23.0,1.0,85000.0
44,53.0,2.0,115000.0
9,87.0,4.0,155000.0
39,40.0,1.0,98000.0
44,40.0,1.0,89000.0
44,53.0,2.0,118000.0
44,40.0,1.0,91000.0
39,45.0,1.0,63000.0
11,51.0,3.0,90000.0
44,53.0,2.0,125600.0
44,102.0,3.0,185000.0
49,51.0,2.0,210000.0
35,69.0,2.0,141316.0
45,55.0,2.0,138000.0
19,141.0,4.0,239000.0
51,105.0,3.0,259500.0
51,43.0,3.0,154000.0
56,309.0,7.0,598000.0
10,122.0,5.0,240000.0
14,122.0,5.0,240000.0
18,36.0,1.0,105000.0
17,36.0,1.0,105000.0
59,244.0,5.0,855000.0
54,244.0,5.0,855000.0
54,244.0,6.0,855000.0
50,115.0,4.0,400000.0
56,115.0,4.0,400000.0
51,115.0,4.0,400000.0
59,92.0,3.0,420000.0
59,133.0,3.0,590000.0
46,52.0,2.0,215000.0
53,90.0,3.0,350000.0
53,90.0,4.0,350000.0
49,90.0,4.0,350000.0
49,90.0,3.0,350000.0
54,125.0,4.0,499000.0
54,89.0,3.0,395000.0
56,309.0,6.0,598000.0
56,309.0,5.0,598000.0
50,400.0,7.0,1200000.0
56,125.0,4.0,499000.0
56,270.0,4.0,795000.0
56,270.0,5.0,795000.0
56,105.0,4.0,289000.0
49,119.0,2.0,390000.0
35,65.0,3.0,115000.0
45,47.0,2.0,95000.0
49,119.0,3.0,390000.0
56,128.0,4.0,380000.0
49,119.0,3.0,390000.0
44,116.0,3.0,295000.0
16,160.0,5.0,219000.0
39,50.0,3.0,124500.0
12,30.0,2.0,95000.0
32,98.0,4.0,230000.0
45,130.0,3.0,289000.0
56,94.0,4.0,269900.0
53,115.0,4.0,309500.0
12,502.0,6.0,850000.0
23,500.0,6.0,370000.0
49,50.0,2.0,189900.0
46,123.0,2.0,135000.0
46,110.0,5.0,150000.0
47,39.0,2.0,115000.0
47,30.0,1.0,105000.0
34,66.0,2.0,180000.0
34,47.0,2.0,180000.0
34,47.0,2.0,180000.0
24,132.0,5.0,247000.0
51,122.0,5.0,345000.0
56,31.0,2.0,99000.0
6,66.0,3.0,105000.0
16,80.0,3.0,140000.0
28,164.0,4.0,400000.0
20,60.0,3.0,120000.0
32,75.0,3.0,110000.0
32,93.0,4.0,230000.0
19,71.0,3.0,163000.0
56,398.0,6.0,1900000.0
32,59.0,2.0,182900.0
32,69.0,3.0,158000.0
45,51.0,3.0,125000.0
56,310.0,6.0,1200000.0
56,80.0,3.0,280000.0
35,363.0,7.0,550000.0
53,112.0,4.0,345000.0
27,113.0,3.0,195000.0
40,123.0,2.0,174000.0
40,40.0,1.0,92000.0
45,70.0,3.0,120000.0
39,73.0,4.0,219000.0
12,113.0,4.0,325000.0
53,138.0,3.0,485000.0
21,320.0,3.0,379900.0
45,352.0,4.0,465000.0
60,125.0,4.0,750000.0
27,255.0,6.0,549000.0
51,64.0,3.0,365000.0
50,280.0,4.0,900000.0
54,38.0,1.0,114800.0
54,61.0,2.0,189200.0
2,68.0,4.0,60000.0
2,83.0,1.0,75000.0
56,120.0,3.0,325000.0
56,102.0,4.0,420000.0
34,35.0,1.0,70000.0
51,147.0,4.0,330000.0
60,88.0,2.0,1174000.0
60,102.0,2.0,1364000.0
60,103.0,2.0,1390000.0
39,45.0,1.0,106050.0
12,40.0,2.0,77000.0
54,50.0,2.0,169000.0
32,28.0,2.0,72000.0
56,158.0,4.0,385000.0
54,240.0,5.0,990000.0
35,87.0,2.0,176510.0
49,48.0,2.0,208000.0
46,35.0,1.0,99000.0
9,52.0,2.0,100000.0
54,75.0,4.0,229000.0
55,50.0,3.0,141000.0
41,179.0,4.0,350000.0
51,66.0,2.0,360000.0
34,40.0,1.0,120000.0
51,98.0,4.0,220000.0
54,106.0,4.0,435000.0
28,23.0,1.0,57000.0
54,45.0,1.0,105000.0
59,137.0,5.0,444000.0
53,58.0,3.0,125000.0
59,137.0,4.0,540000.0
32,41.0,1.0,120000.0
12,65.0,3.0,138000.0
54,200.0,4.0,900000.0
54,405.0,5.0,1800000.0
20,29.0,1.0,69000.0
54,130.0,4.0,435000.0
58,47.0,2.0,260000.0
57,49.0,2.0,120000.0
22,74.0,3.0,185000.0
56,162.0,6.0,495000.0
56,154.0,4.0,340000.0
9,138.0,4.0,211000.0
54,70.0,3.0,270000.0
56,44.0,2.0,107000.0
19,138.0,4.0,211000.0
10,31.0,1.0,75000.0
60,195.0,4.0,1400000.0
54,182.0,6.0,485000.0
49,39.0,1.0,119050.0
49,39.0,1.0,218300.0
46,50.0,2.0,130300.0
49,74.0,2.0,253700.0
49,63.0,2.0,231665.0
49,64.0,1.0,191500.0
56,110.0,4.0,335000.0
39,128.0,3.0,287000.0
4,104.0,3.0,98000.0
56,112.0,4.0,380000.0
23,168.0,4.0,138000.0
11,42.0,1.0,87000.0
46,40.0,1.0,93500.0
49,250.0,5.0,580000.0
39,39.0,1.0,78000.0
39,39.0,1.0,78000.0
32,39.0,1.0,78000.0
39,39.0,1.0,78000.0
58,55.0,2.0,155000.0
15,34.0,2.0,99000.0
8,106.0,3.0,130000.0
54,146.0,4.0,560000.0
12,38.0,2.0,99900.0
12,48.0,2.0,115000.0
12,36.0,2.0,96900.0
12,45.0,2.0,108000.0
12,35.0,2.0,97000.0
54,63.0,3.0,229000.0
54,63.0,3.0,219000.0
12,46.0,2.0,110000.0
54,63.0,3.0,219000.0
54,63.0,3.0,219000.0
12,48.0,2.0,112000.0
12,35.0,2.0,95900.0
12,46.0,2.0,105000.0
12,37.0,2.0,98900.0
12,39.0,2.0,109900.0
54,340.0,5.0,950000.0
54,550.0,6.0,890000.0
34,180.0,4.0,360000.0
32,38.0,1.0,84000.0
32,39.0,1.0,86000.0
39,38.0,1.0,84000.0
32,39.0,1.0,86000.0
39,39.0,1.0,84000.0
39,39.0,1.0,86000.0
32,200.0,7.0,450000.0
39,38.0,1.0,84000.0
32,38.0,1.0,84000.0
32,38.0,1.0,84000.0
27,83.0,3.0,165000.0
39,38.0,1.0,84000.0
32,39.0,1.0,86000.0
39,39.0,1.0,86000.0
32,39.0,1.0,86000.0
32,126.0,4.0,395000.0
32,42.0,1.0,120000.0
32,39.0,1.0,86000.0
39,39.0,1.0,86000.0
32,39.0,1.0,86000.0
39,39.0,1.0,86000.0
54,260.0,6.0,700000.0
32,56.0,2.0,124000.0
39,39.0,1.0,86000.0
32,56.0,2.0,124000.0
50,37.0,2.0,89000.0
8,31.0,1.0,67000.0
39,48.0,2.0,2216165.0
39,48.0,2.0,2216165.0
39,48.0,2.0,2216165.0
39,48.0,2.0,2216165.0
39,48.0,2.0,2216165.0
39,48.0,2.0,2216165.0
39,48.0,2.0,2216165.0
39,48.0,2.0,2216165.0
39,48.0,2.0,2216165.0
39,48.0,2.0,2216165.0
39,48.0,2.0,2216165.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1774133.0
39,41.0,2.0,1774133.0
39,41.0,2.0,1804139.0
39,41.0,2.0,1819142.0
39,41.0,2.0,1834146.0
39,41.0,2.0,1159000.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1672542.0
39,41.0,2.0,1672542.0
39,39.0,1.0,1594094.0
39,39.0,1.0,1594094.0
39,39.0,1.0,1594094.0
39,39.0,1.0,1594094.0
39,39.0,1.0,1594094.0
39,39.0,1.0,1594094.0
39,39.0,1.0,1594094.0
39,39.0,1.0,1748043.0
39,39.0,1.0,1748043.0
39,39.0,1.0,1777883.0
39,39.0,1.0,1777883.0
39,39.0,1.0,1594094.0
39,39.0,1.0,1594094.0
56,145.0,4.0,450000.0
37,253.0,3.0,1400000.0
32,60.0,3.0,175000.0
34,60.0,3.0,175000.0
53,287.0,6.0,680000.0
54,75.0,5.0,135000.0
60,175.0,3.0,1150000.0
50,31.0,1.0,152000.0
44,571.0,3.0,490000.0
54,231.0,5.0,795000.0
54,231.0,4.0,795000.0
30,34.0,1.0,90000.0
53,76.0,3.0,300000.0
39,112.0,4.0,300000.0
48,26.0,1.0,66000.0
26,225.0,4.0,330000.0
60,130.0,3.0,835000.0
28,23.0,1.0,58000.0
53,74.0,3.0,279000.0
19,44.0,1.0,65000.0
56,122.0,3.0,299000.0
7,276.0,3.0,260000.0
24,116.0,6.0,205000.0
44,105.0,3.0,188000.0
53,63.0,2.0,225000.0
53,63.0,2.0,219000.0
53,63.0,2.0,226000.0
12,50.0,2.0,102000.0
32,139.0,3.0,250000.0
34,52.0,2.0,163000.0
34,52.0,2.0,156000.0
54,330.0,5.0,1550000.0
41,43.0,1.0,109000.0
38,368.0,5.0,540000.0
32,67.0,3.0,149000.0
7,140.0,4.0,145000.0
36,34.0,2.0,67000.0
28,66.0,2.0,115000.0
39,51.0,2.0,130000.0
54,300.0,5.0,890000.0
53,140.0,3.0,370000.0
54,171.0,5.0,600000.0
32,126.0,4.0,395000.0
54,84.0,3.0,270000.0
53,170.0,4.0,419900.0
54,84.0,3.0,275000.0
56,36.0,1.0,210000.0
51,33.0,1.0,168120.0
51,43.0,1.0,205200.0
39,52.0,1.0,98500.0
35,199.0,5.0,280000.0
54,224.0,6.0,820000.0
56,75.0,4.0,255000.0
56,262.0,5.0,750000.0
39,43.0,2.0,115000.0
53,91.0,4.0,290000.0
32,24.0,1.0,75000.0
51,34.0,1.0,174128.0
51,35.0,1.0,179907.0
51,32.0,1.0,166590.0
51,42.0,1.0,208747.0
51,44.0,1.0,220032.0
51,33.0,1.0,187913.0
51,43.0,1.0,230506.0
51,35.0,1.0,198189.0
53,110.0,4.0,570000.0
54,155.0,4.0,1100000.0
53,46.0,2.0,179000.0
54,250.0,5.0,950000.0
39,36.0,1.0,110000.0
53,43.0,1.0,198000.0
54,116.0,5.0,320000.0
53,43.0,2.0,198000.0
54,116.0,4.0,320000.0
51,299.0,8.0,760000.0
60,83.0,2.0,460000.0
60,237.0,4.0,1450000.0
40,41.0,1.0,110000.0
51,50.0,2.0,169000.0
60,69.0,2.0,400000.0
40,41.0,1.0,110000.0
40,45.0,2.0,126000.0
40,45.0,2.0,124000.0
40,63.0,1.0,135500.0
58,85.0,3.0,260000.0
9,35.0,1.0,99000.0
53,38.0,1.0,135000.0
60,36.0,1.0,180000.0
54,37.0,1.0,143000.0
54,36.0,1.0,145000.0
54,69.0,2.0,228000.0
54,56.0,2.0,247000.0
54,49.0,2.0,216000.0
54,53.0,2.0,232000.0
51,43.0,1.0,155000.0
59,243.0,5.0,860000.0
53,50.0,2.0,199000.0
51,75.0,1.0,228000.0
59,183.0,4.0,440000.0
60,70.0,2.0,600000.0
51,75.0,1.0,232500.0
55,300.0,5.0,890000.0
51,75.0,1.0,237150.0
50,62.0,3.0,165000.0
54,53.0,2.0,160000.0
34,54.0,2.0,171000.0
34,35.0,1.0,109000.0
13,93.0,3.0,200000.0
23,375.0,3.0,250000.0
2,100.0,4.0,137000.0
55,182.0,4.0,485000.0
45,253.0,5.0,320000.0
54,39.0,1.0,139000.0
54,191.0,6.0,570000.0
32,35.0,1.0,105000.0
53,30.0,2.0,110000.0
50,105.0,3.0,275000.0
50,31.0,1.0,152000.0
46,77.0,3.0,239000.0
44,55.0,2.0,130000.0
37,139.0,6.0,235000.0
37,139.0,6.0,235000.0
53,297.0,8.0,1360000.0
39,51.0,2.0,130000.0
37,78.0,4.0,240000.0
35,34.0,1.0,80000.0
56,424.0,6.0,890000.0
54,55.0,2.0,159000.0
7,94.0,3.0,174900.0
16,54.0,2.0,99900.0
34,47.0,1.0,107900.0
39,51.0,3.0,139000.0
12,78.0,4.0,195000.0
6,38.0,2.0,87000.0
46,330.0,6.0,580000.0
34,115.0,4.0,230000.0
12,238.0,4.0,450000.0
54,77.0,3.0,395000.0
28,65.0,4.0,129000.0
26,275.0,5.0,415000.0
53,121.0,4.0,315000.0
50,96.0,3.0,190000.0
60,150.0,3.0,1180000.0
45,87.0,3.0,350000.0
8,89.0,3.0,200000.0
53,410.0,8.0,550000.0
12,69.0,3.0,135000.0
12,255.0,5.0,250000.0
12,238.0,5.0,420000.0
39,53.0,1.0,115000.0
39,47.0,1.0,120500.0
39,44.0,1.0,120500.0
28,167.0,5.0,250000.0
39,59.0,1.0,150000.0
27,36.0,1.0,91300.0
28,85.0,4.0,125000.0
15,130.0,4.0,239000.0
12,50.0,2.0,125000.0
28,85.0,4.0,125000.0
32,37.0,1.0,93000.0
9,53.0,2.0,129000.0
32,37.0,1.0,93000.0
59,176.0,4.0,970000.0
53,67.0,2.0,340000.0
50,301.0,4.0,500000.0
39,38.0,1.0,95000.0
32,38.0,1.0,95000.0
39,39.0,1.0,98000.0
32,39.0,1.0,98000.0
39,39.0,1.0,98000.0
32,39.0,1.0,98000.0
32,39.0,1.0,98000.0
54,164.0,4.0,1300000.0
39,39.0,1.0,98000.0
32,39.0,1.0,98000.0
39,39.0,1.0,98000.0
32,38.0,1.0,95000.0
12,268.0,7.0,295000.0
39,38.0,1.0,95000.0
39,43.0,1.0,107500.0
32,43.0,1.0,107500.0
39,43.0,1.0,107500.0
32,43.0,1.0,107500.0
9,40.0,2.0,95000.0
32,38.0,1.0,95000.0
39,38.0,1.0,95000.0
32,39.0,1.0,98000.0
39,39.0,1.0,98000.0
32,39.0,1.0,98000.0
39,39.0,1.0,98000.0
54,63.0,3.0,219000.0
32,39.0,1.0,98000.0
39,39.0,1.0,98000.0
32,39.0,1.0,98000.0
39,39.0,1.0,98000.0
32,56.0,2.0,140000.0
39,56.0,1.0,140000.0
39,37.0,1.0,82000.0
32,37.0,1.0,82000.0
54,54.0,3.0,165000.0
54,64.0,3.0,280000.0
11,30.0,1.0,68000.0
20,42.0,1.0,40000.0
20,36.0,1.0,34000.0
20,37.0,1.0,36000.0
20,42.0,1.0,37000.0
20,36.0,1.0,32000.0
20,37.0,1.0,37000.0
20,37.0,1.0,36000.0
20,42.0,1.0,39000.0
20,46.0,1.0,40000.0
20,42.0,1.0,40000.0
20,46.0,1.0,45000.0
20,36.0,1.0,34000.0
20,36.0,1.0,33000.0
20,46.0,1.0,44000.0
20,37.0,1.0,37000.0
60,185.0,4.0,1450000.0
45,86.0,2.0,140000.0
54,220.0,6.0,590000.0
32,35.0,1.0,99000.0
34,77.0,4.0,164500.0
44,57.0,1.0,138000.0
53,70.0,3.0,235000.0
32,46.0,2.0,115900.0
36,102.0,3.0,105000.0
52,266.0,6.0,500000.0
39,109.0,4.0,290000.0
12,61.0,3.0,95000.0
56,70.0,3.0,230000.0
51,80.0,3.0,235000.0
53,56.0,2.0,179000.0
51,170.0,5.0,370000.0
39,109.0,4.0,285000.0
53,128.0,5.0,380000.0
50,55.0,3.0,260000.0
46,62.0,3.0,193000.0
56,100.0,4.0,360000.0
46,62.0,3.0,225000.0
32,33.0,1.0,89000.0
39,50.0,1.0,127000.0
60,239.0,4.0,980000.0
56,174.0,4.0,590000.0
53,50.0,2.0,275000.0
32,348.0,5.0,475000.0
60,128.0,3.0,665000.0
54,197.0,6.0,485000.0
16,175.0,3.0,330000.0
46,76.0,3.0,309000.0
16,30.0,1.0,72000.0
51,93.0,3.0,350000.0
10,59.0,3.0,110000.0
32,53.0,2.0,139999.0
54,50.0,2.0,129999.0
56,67.0,3.0,245000.0
60,74.0,3.0,340000.0
16,44.0,2.0,90000.0
53,265.0,3.0,359000.0
53,265.0,3.0,359000.0
20,48.0,2.0,155000.0
56,86.0,3.0,290000.0
34,60.0,3.0,138000.0
9,30.0,1.0,92000.0
53,183.0,4.0,485000.0
34,34.0,1.0,130000.0
32,95.0,3.0,250000.0
56,20.0,1.0,76500.0
56,200.0,4.0,480000.0
53,93.0,3.0,465000.0
60,67.0,2.0,389000.0
49,339.0,5.0,630000.0
28,78.0,3.0,186000.0
39,61.0,2.0,153000.0
28,130.0,4.0,390000.0
50,35.0,2.0,109000.0
39,81.0,3.0,260000.0
26,44.0,1.0,72000.0
27,177.0,3.0,212000.0
13,80.0,3.0,85000.0
5,82.0,3.0,134000.0
32,115.0,4.0,174900.0
7,85.0,1.0,140000.0
54,230.0,4.0,1500000.0
6,91.0,5.0,99000.0
25,67.0,4.0,135000.0
30,45.0,3.0,115000.0
11,552.0,5.0,515000.0
48,45.0,2.0,115000.0
41,37.0,2.0,105000.0
30,74.0,4.0,110000.0
16,238.0,5.0,280000.0
26,50.0,1.0,99000.0
56,114.0,3.0,300000.0
6,31.0,2.0,67000.0
34,94.0,4.0,200000.0
54,82.0,3.0,235000.0
20,77.0,3.0,160000.0
32,22.0,1.0,105000.0
18,26.0,1.0,70000.0
18,59.0,2.0,142000.0
18,36.0,2.0,86400.0
18,62.0,2.0,160000.0
45,59.0,3.0,169900.0
12,66.0,2.0,128000.0
34,129.0,4.0,340000.0
56,38.0,1.0,120791.0
53,32.0,1.0,80000.0
39,43.0,1.0,92845.0
39,80.0,3.0,180000.0
53,225.0,4.0,1890000.0
53,44.0,1.0,156305.0
51,87.0,4.0,230000.0
46,48.0,3.0,136000.0
59,199.0,4.0,900000.0
45,52.0,3.0,125000.0
34,160.0,3.0,368000.0
54,90.0,3.0,243500.0
53,143.0,3.0,310000.0
24,49.0,2.0,90000.0
39,71.0,4.0,145000.0
38,218.0,3.0,185000.0
48,67.0,3.0,195129.0
48,78.0,3.0,229112.0
48,38.0,1.0,110830.0
48,151.0,3.0,412873.0
53,300.0,6.0,1360000.0
34,34.0,1.0,98000.0
51,53.0,2.0,130000.0
60,237.0,4.0,1450000.0
34,129.0,4.0,340000.0
59,233.0,6.0,1050000.0
56,74.0,2.0,215000.0
49,145.0,3.0,260000.0
46,42.0,2.0,153000.0
15,63.0,3.0,190000.0
12,43.0,1.0,106419.0
12,86.0,3.0,215762.0
45,46.0,2.0,122000.0
24,83.0,3.0,142000.0
39,120.0,3.0,220000.0
32,57.0,3.0,120000.0
51,55.0,2.0,159000.0
56,53.0,2.0,185000.0
21,130.0,4.0,199000.0
50,59.0,2.0,252500.0
50,61.0,2.0,260000.0
50,29.0,2.0,126500.0
50,61.0,2.0,261000.0
50,29.0,2.0,128000.0
50,61.0,2.0,262500.0
50,61.0,2.0,263500.0
50,29.0,2.0,132000.0
50,29.0,2.0,133000.0
50,61.0,2.0,267500.0
50,29.0,2.0,134500.0
50,41.0,2.0,185500.0
50,29.0,2.0,125500.0
35,54.0,2.0,130000.0
23,50.0,2.0,115000.0
9,30.0,1.0,65000.0
49,110.0,3.0,260000.0
53,158.0,4.0,485000.0
2,68.0,3.0,89000.0
56,123.0,4.0,420000.0
30,50.0,2.0,87000.0
53,270.0,6.0,1300000.0
46,40.0,2.0,92000.0
54,155.0,4.0,285000.0
50,49.0,2.0,235000.0
50,49.0,2.0,243000.0
54,40.0,1.0,115000.0
54,141.0,4.0,695000.0
39,75.0,4.0,199900.0
11,36.0,1.0,79900.0
54,37.0,1.0,105000.0
19,39.0,1.0,80000.0
46,262.0,6.0,480000.0
2,57.0,3.0,75000.0
53,60.0,1.0,149000.0
54,29.0,1.0,106800.0
54,45.0,2.0,148700.0
53,81.0,1.0,270000.0
54,45.0,2.0,148700.0
54,32.0,2.0,111700.0
49,107.0,5.0,198000.0
34,47.0,1.0,116100.0
15,57.0,1.0,2225958.0
15,46.0,1.0,1934403.0
15,62.0,1.0,2434019.0
15,42.0,1.0,1799589.0
24,43.0,2.0,95000.0
12,44.0,2.0,100000.0
9,36.0,2.0,72000.0
9,39.0,2.0,94000.0
12,51.0,2.0,130000.0
53,278.0,5.0,475000.0
53,25.0,1.0,90000.0
39,45.0,2.0,145900.0
12,71.0,2.0,98000.0
15,286.0,5.0,185000.0
54,184.0,5.0,780000.0
45,34.0,1.0,80000.0
16,228.0,4.0,283000.0
54,98.0,4.0,269000.0
54,59.0,3.0,142000.0
12,78.0,1.0,125000.0
12,71.0,1.0,110000.0
12,115.0,2.0,170000.0
26,83.0,3.0,170000.0
54,90.0,4.0,550000.0
53,154.0,4.0,270000.0
48,57.0,3.0,130000.0
32,57.0,3.0,145000.0
32,46.0,3.0,135000.0
6,40.0,2.0,85000.0
32,27.0,1.0,67000.0
51,112.0,5.0,250000.0
32,140.0,4.0,370000.0
32,51.0,3.0,123000.0
32,45.0,2.0,150000.0
16,59.0,3.0,105000.0
7,57.0,4.0,95000.0
49,63.0,2.0,205000.0
53,30.0,1.0,79000.0
56,164.0,4.0,298000.0
28,46.0,2.0,107000.0
56,89.0,4.0,235000.0
56,89.0,4.0,235000.0
34,120.0,4.0,350000.0
34,121.0,4.0,220000.0
55,110.0,4.0,625000.0
55,110.0,4.0,625000.0
55,110.0,4.0,625000.0
55,110.0,4.0,570000.0
53,41.0,1.0,130000.0
51,61.0,2.0,250000.0
12,70.0,3.0,112000.0
51,45.0,1.0,175000.0
26,46.0,1.0,83000.0
15,43.0,3.0,92500.0
55,98.0,4.0,570000.0
55,100.0,4.0,570000.0
12,73.0,3.0,115000.0
12,90.0,4.0,165000.0
12,72.0,3.0,128000.0
12,60.0,3.0,130000.0
49,85.0,4.0,275000.0
60,57.0,2.0,330000.0
44,34.0,1.0,95000.0
35,110.0,3.0,302500.0
11,153.0,3.0,135000.0
12,76.0,4.0,92000.0
57,80.0,4.0,260000.0
27,120.0,6.0,175000.0
49,145.0,3.0,260000.0
56,191.0,7.0,420000.0
52,69.0,5.0,255000.0
56,100.0,4.0,390000.0
56,89.0,5.0,255000.0
44,35.0,2.0,95000.0
59,50.0,2.0,220000.0
34,44.0,1.0,110000.0
51,114.0,4.0,485000.0
44,169.0,3.0,250000.0
35,48.0,2.0,137500.0
19,186.0,7.0,235000.0
9,186.0,7.0,235000.0
9,186.0,7.0,235000.0
19,186.0,7.0,235000.0
9,24.0,1.0,60000.0
56,70.0,2.0,265000.0
54,81.0,4.0,295000.0
19,24.0,1.0,60000.0
51,150.0,4.0,392000.0
12,140.0,4.0,240000.0
59,35.0,2.0,83500.0
11,80.0,3.0,139900.0
51,27.0,1.0,85000.0
60,102.0,3.0,570000.0
25,43.0,2.0,125000.0
54,35.0,2.0,83500.0
51,35.0,2.0,83500.0
39,200.0,5.0,450000.0
9,129.0,4.0,160000.0
12,86.0,3.0,210000.0
12,43.0,2.0,105000.0
59,443.0,6.0,1780000.0
53,230.0,5.0,745000.0
53,311.0,5.0,720000.0
55,230.0,6.0,680000.0
56,295.0,6.0,1290000.0
7,44.0,1.0,80000.0
54,47.0,1.0,169200.0
54,47.0,1.0,164500.0
2,286.0,4.0,205000.0
53,111.0,4.0,280000.0
50,29.0,2.0,85000.0
9,110.0,5.0,229900.0
54,3288.0,2.0,103700.0
34,47.0,1.0,170300.0
34,47.0,1.0,138100.0
45,155.0,4.0,289000.0
53,146.0,4.0,535000.0
2,55.0,3.0,52000.0
34,160.0,5.0,435000.0
32,58.0,2.0,125000.0
48,55.0,2.0,215000.0
56,77.0,3.0,228000.0
16,76.0,3.0,127000.0
45,165.0,4.0,278000.0
26,163.0,4.0,286000.0
39,98.0,3.0,225000.0
54,88.0,3.0,242000.0
23,150.0,4.0,495000.0
54,48.0,2.0,145000.0
53,155.0,5.0,460000.0
